frame.time_epoch,tcp.seq
"1686855131.901987752","743529"
"1686855131.901988744","744877"
"1686855131.903219627","631645"
"1686855131.903379387","682869"
"1686855131.903992008","684217"
"1686855131.904603126","746225"
"1686855131.904731478","747573"
"1686855131.905723131","748921"
"1686855131.905724193","750269"
"1686855131.906717219","693653"
"1686855131.907280006","751617"
"1686855131.907281048","752965"
"1686855131.908361699","754313"
"1686855131.908363713","755661"
"1686855131.909584076","643777"
"1686855131.909962868","700393"
"1686855131.910535303","757009"
"1686855131.910536636","758357"
"1686855131.911687418","759705"
"1686855131.911688711","761053"
"1686855131.912793998","762401"
"1686855131.912795310","763749"
"1686855131.913788015","709829"
"1686855131.914335825","765097"
"1686855131.914337177","766445"
"1686855131.915420082","767793"
"1686855131.915421104","769141"
"1686855131.916521762","770489"
"1686855131.916522884","771837"
"1686855131.917590360","773185"
"1686855131.917591422","774533"
"1686855131.919094306","775881"
"1686855131.919095308","777229"
"1686855131.919739288","653213"
"1686855131.920272751","778577"
"1686855131.920273602","779925"
"1686855131.921515406","781273"
"1686855131.921516468","782621"
"1686855131.922532557","783969"
"1686855131.922688911","785317"
"1686855131.923570217","786665"
"1686855131.923571339","788013"
"1686855131.924671576","789361"
"1686855131.924673510","790709"
"1686855131.925710829","607381"
"1686855131.926258649","727353"
"1686855131.926814453","792057"
"1686855131.926815545","793405"
"1686855131.927924389","794753"
"1686855131.927925471","796101"
"1686855131.929001783","797449"
"1686855131.929002845","798797"
"1686855131.930055984","739485"
"1686855131.930634210","800145"
"1686855131.930635283","801493"
"1686855131.931692299","802841"
"1686855131.931693421","804189"
"1686855131.932812914","805537"
"1686855131.932814097","806885"
"1686855131.933853620","740833"
"1686855131.934414023","746225"
"1686855131.934415075","747573"
"1686855131.935507057","808233"
"1686855131.935508139","809581"
"1686855131.936590633","810929"
"1686855131.936591986","812277"
"1686855131.937693816","813625"
"1686855131.937694868","814973"
"1686855131.938748237","643777"
"1686855131.939239581","751617"
"1686855131.939908528","755661"
"1686855131.940463090","816321"
"1686855131.940464182","817669"
"1686855131.941507983","819017"
"1686855131.941509967","820365"
"1686855131.942580238","821713"
"1686855131.942581580","823061"
"1686855131.943678762","824409"
"1686855131.943679854","825757"
"1686855131.944712274","827105"
"1686855131.944713266","828453"
"1686855131.945844903","829801"
"1686855131.945846175","831149"
"1686855131.946928479","832497"
"1686855131.946929581","833845"
"1686855131.947991056","835193"
"1686855131.947992168","836541"
"1686855131.949087977","837889"
"1686855131.949089009","839237"
"1686855131.950159501","840585"
"1686855131.950160512","841933"
"1686855131.951287139","843281"
"1686855131.951288231","844629"
"1686855131.952366708","845977"
"1686855131.952367750","847325"
"1686855131.953426980","777229"
"1686855131.953973748","848673"
"1686855131.953974850","850021"
"1686855131.955069567","851369"
"1686855131.955071941","852717"
"1686855131.956406219","854065"
"1686855131.956407491","855413"
"1686855131.957276915","796101"
"1686855131.957991297","856761"
"1686855131.957992429","858109"
"1686855131.958846434","859457"
"1686855131.958847616","860805"
"1686855131.959991856","801493"
"1686855131.960632871","862153"
"1686855131.960633903","863501"
"1686855131.961573488","864849"
"1686855131.961574620","866197"
"1686855131.962706868","867545"
"1686855131.962707940","868893"
"1686855131.963728928","870241"
"1686855131.963730020","871589"
"1686855131.964877026","872937"
"1686855131.964878108","874285"
"1686855131.965910628","875633"
"1686855131.965911730","876981"
"1686855131.967180534","878329"
"1686855131.967181596","879677"
"1686855131.968058233","881025"
"1686855131.968059275","882373"
"1686855131.969199668","883721"
"1686855131.969200680","885069"
"1686855131.970211289","819017"
"1686855131.970848797","886417"
"1686855131.970849789","887765"
"1686855131.972267994","823061"
"1686855131.972443353","889113"
"1686855131.972444395","890461"
"1686855131.973500981","891809"
"1686855131.973502063","893157"
"1686855131.974576311","894505"
"1686855131.974577463","895853"
"1686855131.975656611","897201"
"1686855131.975657663","898549"
"1686855131.976739797","899897"
"1686855131.976740879","901245"
"1686855131.977840194","902593"
"1686855131.977841176","903941"
"1686855131.978945040","905289"
"1686855131.978946042","906637"
"1686855131.980078851","832497"
"1686855131.980623294","907985"
"1686855131.980624366","909333"
"1686855131.981679529","910681"
"1686855131.981680781","912029"
"1686855131.982716858","836541"
"1686855131.983248918","777229"
"1686855131.983785446","839237"
"1686855131.984322104","841933"
"1686855131.984970513","851369"
"1686855131.984971515","852717"
"1686855131.986007411","913377"
"1686855131.986008483","914725"
"1686855131.987071270","916073"
"1686855131.987072342","917421"
"1686855131.988163533","918769"
"1686855131.988164695","920117"
"1686855131.989337108","921465"
"1686855131.989338160","922813"
"1686855131.990309094","860805"
"1686855131.990849580","864849"
"1686855131.991426875","924161"
"1686855131.991428808","925509"
"1686855131.992516161","926857"
"1686855131.992517183","928205"
"1686855131.993586994","929553"
"1686855131.993587995","930901"
"1686855131.994719902","932249"
"1686855131.994720964","933597"
"1686855131.995942850","934945"
"1686855131.995944003","936293"
"1686855131.996818295","879677"
"1686855131.997456605","937641"
"1686855131.997558556","938989"
"1686855131.998500827","940337"
"1686855131.998501889","941685"
