frame.time_epoch,tcp.seq,ip.src
"1687812895.690779037","1373687","188.65.126.234"
"1687812895.690781412","1375035","188.65.126.234"
"1687812895.691770299","1376383","188.65.126.234"
"1687812895.691771207","1377731","188.65.126.234"
"1687812895.691772674","1379079","188.65.126.234"
"1687812895.691773652","1380427","188.65.126.234"
"1687812895.691775049","1381775","188.65.126.234"
"1687812895.691777004","1383123","188.65.126.234"
"1687812895.691778960","1384471","188.65.126.234"
"1687812895.691781335","1385819","188.65.126.234"
"1687812895.691782313","1387167","188.65.126.234"
"1687812895.691907277","1388515","188.65.126.234"
"1687812895.692057528","1389863","188.65.126.234"
"1687812895.692786497","1391211","188.65.126.234"
"1687812895.692787475","1392559","188.65.126.234"
"1687812895.692788872","1393907","188.65.126.234"
"1687812895.692790269","1395255","188.65.126.234"
"1687812895.693454137","1396603","188.65.126.234"
"1687812895.693456023","1397951","188.65.126.234"
"1687812895.693457420","1399299","188.65.126.234"
"1687812895.693458398","1400647","188.65.126.234"
"1687812895.693460284","1401995","188.65.126.234"
"1687812895.694175562","1403343","188.65.126.234"
"1687812895.694177518","1404691","188.65.126.234"
"1687812895.694178915","1406039","188.65.126.234"
"1687812895.694179893","1407387","188.65.126.234"
"1687812895.694181849","1408735","188.65.126.234"
"1687812895.694690646","1410083","188.65.126.234"
"1687812895.694693091","1411431","188.65.126.234"
"1687812895.694694069","1412779","188.65.126.234"
"1687812895.694695047","1414127","188.65.126.234"
"1687812895.694697422","1415475","188.65.126.234"
"1687812895.695714878","1416823","188.65.126.234"
"1687812895.695716833","1418171","188.65.126.234"
"1687812895.696235969","1419519","188.65.126.234"
"1687812895.696237855","1420867","188.65.126.234"
"1687812895.696239811","1422215","188.65.126.234"
"1687812895.697687761","1423563","188.65.126.234"
"1687812895.697689717","1424911","188.65.126.234"
"1687812895.697691114","1426259","188.65.126.234"
"1687812895.698465067","1427607","188.65.126.234"
"1687812895.698466045","1428955","188.65.126.234"
"1687812895.698468001","1430303","188.65.126.234"
"1687812895.698469957","1431651","188.65.126.234"
"1687812895.698471354","1432999","188.65.126.234"
"1687812895.698472332","1434347","188.65.126.234"
"1687812895.698473310","1435695","188.65.126.234"
"1687812895.698475196","1437043","188.65.126.234"
"1687812895.698477082","1438391","188.65.126.234"
"1687812895.698478479","1439739","188.65.126.234"
"1687812895.700199548","1441087","188.65.126.234"
"1687812895.700201503","1442435","188.65.126.234"
"1687812895.700203389","1443783","188.65.126.234"
"1687812895.700205764","1445131","188.65.126.234"
"1687812895.700207720","1446479","188.65.126.234"
"1687812895.700961277","1447827","188.65.126.234"
"1687812895.700963652","1449175","188.65.126.234"
"1687812895.700965608","1450523","188.65.126.234"
"1687812895.700967494","1451871","188.65.126.234"
"1687812895.700969450","1453219","188.65.126.234"
"1687812895.700971406","1454567","188.65.126.234"
"1687812895.700973781","1455915","188.65.126.234"
"1687812895.700975667","1457263","188.65.126.234"
"1687812895.700977553","1458611","188.65.126.234"
"1687812895.700979439","1459959","188.65.126.234"
"1687812895.701644145","1461307","188.65.126.234"
"1687812895.701646450","1462655","188.65.126.234"
"1687812895.701648336","1464003","188.65.126.234"
"1687812895.701650641","1465351","188.65.126.234"
"1687812895.701652108","1466699","188.65.126.234"
"1687812895.702537055","1468047","188.65.126.234"
"1687812895.702538522","1469395","188.65.126.234"
"1687812895.703192401","1470743","188.65.126.234"
"1687812895.703193798","1472091","188.65.126.234"
"1687812895.703195195","1473439","188.65.126.234"
"1687812895.704063658","1474787","188.65.126.234"
"1687812895.704065614","1476135","188.65.126.234"
"1687812895.704067011","1477483","188.65.126.234"
"1687812895.704068966","1478831","188.65.126.234"
